"FECHA DEL CURSO","CODIGO DEPTAMENTPO","DEPARTAMENTO","CODIGO MUNICIPIO","MUNICIPIO","AREA","CURSO","NUMERO DE PARTICIPANTE EXTERNO","NUMERO DE PARTICIPANTE INTERNO","TOTAL PARTICIPANTES","COSTO UNITARIO","TOTAL RECAUDO"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MEDICIONES GEOMETRICAS","2","0","2","755,600","1,511,200"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","20","1","21","1,026,400","21,554,400"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","6","0","6","1,026,400","6,158,400"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","7","0","7","1,568,100","10,976,700"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MEDICIONES GEOMETRICAS","1","2","3","1,027,000","3,081,000"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE GRANDES VOLÚMENES","1","1","2","1,416,700","2,833,400"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","7","1","8","1,416,700","11,333,600"
"2023 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","9","1","10","2,183,500","21,835,000"
"2024 Feb 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,332,270","1,332,270"
"2024 Feb 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Feb 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Mar 07 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Mar 12 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Mar 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 02 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Apr 02 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 02 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","1","0","1","1,389,900","1,389,900"
"2024 Apr 05 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Apr 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Apr 10 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 11 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Apr 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Mar 04 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Mar 13 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Mar 13 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Mar 14 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Apr 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","1","0","1","1,430,700","1,430,700"
"2024 Apr 26 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Apr 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","1","1","0","0"
"2024 Feb 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","956,600","956,600"
"2024 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 03 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","956,600","956,600"
"2024 Apr 03 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","956,600","956,600"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","956,600","956,600"
"2024 Apr 12 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 15 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 18 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","956,600","956,600"
"2024 Apr 26 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 May 03 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 May 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 May 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","956,600","956,600"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 May 03 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 May 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","1","0","1","1,430,700","1,430,700"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 Feb 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 May 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 Mar 21 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","0","1","1","0","0"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","1","0","1","1,430,700","1,430,700"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","1","0","1","1,430,700","1,430,700"
"2024 Jun 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","1","0","1","1,430,700","1,430,700"
"2024 Jun 07 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","1","0","1","1,430,700","1,430,700"
"2024 May 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","0","1","1","0","0"
"2024 May 10 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","0","1","1,864,000","1,864,000"
"2024 Apr 25 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","0","1","1,864,000","1,864,000"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","0","1","1","0","0"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","0","1","1","0","0"
"2024 Apr 30 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","1","0","1","1,864,000","1,864,000"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","1","0","1","1,864,000","1,864,000"
"2024 May 24 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","1","0","1","1,864,000","1,864,000"
"2024 May 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","1","0","1","1,864,000","1,864,000"
"2024 May 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","1","0","1","1,864,000","1,864,000"
"2024 Jun 07 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE LONGITUD NIVEL 1","1","0","1","1,864,000","1,864,000"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","1","0","1","997,400","997,400"
"2024 May 06 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","1","0","1","997,400","997,400"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","0","1","1","0","0"
"2024 Feb 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Feb 28 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Apr 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 Apr 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","0","1","1","0","0"
"2024 May 27 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Jun 20 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Apr 25 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","0","1","1,864,000","1,864,000"
"2024 Feb 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Feb 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Mar 13 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Mar 22 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 23 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Apr 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Apr 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Jul 02 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Jun 12 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","1","0","1","1,389,900","1,389,900"
"2024 Apr 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Apr 08 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","0","1","1","0","0"
"2024 Feb 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
"2024 Apr 29 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","0","1","1","0","0"
